,text,dialect
7207,انت شفتي قرن البوظه فوكه مشكله المتنقل الشارع هههههه,LB
7208,حضنك صعب خلنا نحط العطر,OM
7209,هلا منال كيفك الغلا,OM
7210,كرسيين صعب قاعدين انحاولوا,LY
7211,تكريم دهب سيدة مكافحة ظروفها صعبه اشتغلت عربية اكل وبتعيش السيسي العظيم,AE
7212,ماتكبروش الموضوع مش تحط معلومات رئيسنا معنتها تدير فتن ماعندوش علاقة بموضوع لبارح واش دخلو بالمغرب اصل,DZ
7213,لاحظوا المنشن تغريداتي الحبايب قطر وما بتشوفون رجعوا المليار اللي ماشفناه حلوىمتاي شتائمعندكم شي,BH
7214,مجرد استفسار الفيصلي امبارح خسر وكل فرق العالم بتخسرصار شوية شغب عادي بكل العالم بتصير وبنات بنزلوا ارض الملعب كمان عاديبس الصحافة امبارح لهلا هديتطيب شغب نادي الوحدات مباراة تتويج خصم وضربو الدرك وحرقو اطارات ليش حد جاب سيرة,JO
7215,طيب البنت وين قاعدة مين التواصل,SY
7216,التويتر ديحشش هوايا خاصه المسجات ادزين ويكتبلك ايروو,IQ
7217,عليج ام فارس,AE
7218,ماشوف عدالة كلش اسقاط القروضعندي قرض اشكبره ومابي يسقطونه ممكن موضوع الفايده يضايق حيل يقللون الفايده يشيلون الفايده اهني ممكن حل حق المشكله صج مو حل كبير بس يساعد وايد ناس محتاجين قروض بس يبون يدفعون دبل القرض عشان فوايد,KW
7219,تتغير فجأه وتتشره اقمعكهنا اسمح لي اسميك واطي,KW
7220,مبارك وعقبال عندك,PL
7221,مسوين احتفال,AE
7222,بتختلف اللهجات توة حني كنا الجنوب نقولوا هكي سمعت شو بكل بكل,SD
7223,نافضه الاساسات كلها وبتقلك طبيعي خلقة الله لك ريتو الله يزلعمها ههههههه,LB
7224,عايز اكون انا غصن اخضرغصن يرمز للسلامغصن زيتونه اخضر رمز للحب والوئامغصن زيتون لونو اخضر غصن يشيلو الحمام,SD
7225,هاجر خليها للختايره شوف مين بده يرفع البلد شبابها اساس البلد روحو الشباب ضلو الختايره بكرا بموتو الختايره بتنهار البلد روس اللي كانو السبب,JO
7226,كميه عنصريه زي اللي برجلي,JO
7227,حياتي انتي يسعدك يارب ياعسل,JO
7228,بالعكس السيارة اهون اكتشفت امر تقدر تصرف بضاعة ام محمد عادة دفعة اخيره وهذي النكبة,SA
7229,ويسوون هذي الدما خشب ويلبسونها عدلونها وياخذوها معهم همه يغنون حمبكر تبا عشاها حمبكروالخير جاها,OM
7230,طيب فلسطين تنادي نصرتوهم خلك واقعي,YE
7231,تفسيري والرب المقصود اللي رباه الباب والأبواب عالية وأرجله واضحة البرهان يوسف شاف حلوة انا وانت بالآيات المتشابهة نتبع قول العلماء والعلماء تفسيرهم اللي ذكرته انا بالتغريدات,IQ
7232,انا بشكرك تحملك ومكانش قدامنا حل تاني عشان نبني بلد مرفوعه الرأس اجمل قيل الرئيس السيسي حفل تخرج الكليةالحربيةعاشت مصر مرفوعة الرأس دائما وابدا,AE
7233,الاجبار والاستعباد وترا الفاعل ماهو يهودي والبنات سعوديات الاجبار اللي تتكلم قطر ملتقى علني ماهو بغرف القصور وشبه يومي قصور عمامك,QA
7234,وين العملي الكليات دراستنا كلها حفظ اكبر دليل فاشلة الخريجين بلا وظائفشاطرين بس يسوى ملتقيات لنطيحة المتردية,OM
7235,بكره تزين الايام وتقابلين حبيبك الصناعيه,SA
7236,كيفاش باش نفهمهالك هذي مسيحي يولي مسلم,TN
7237,استشارك تبدي الشورومن يودك نور عينك فراقه,AE
7238,الشعب عم يستغلو استغلو وجعهم خدمه الهم الشي عم يصير مش مقبول تعبنا مين يعوضلنا اسبوع بلا شغل يشتغل يومي وين يطعمي عالتو مين يعوضلو هيدا يتظاهرو يقعدو بالساحات يفتحو الطرق كلنا معهم تتحقق المطالبهم مش ضدهم نحنا بالعكس معهم بس زودوها كتير,LB
7239,يا سلام يا فندم الأجواء المبهجة اللي حضرتك بتشعيها المكان بس ياريت تبطلي غنا عشان صدعنا نشاز صوت حضرتك,EG
7240,بالله ارسلك رساله الخاص,YE
7241,تلقيني واحدة جاية نبارك وبطريقة احلى طريقتك كلمة مبروك ماقلتيها ماجابت لان متاكدة ماراح تجيبو,DZ
7242,المستوى الاداري والفني مش الفني يا تريكةالادارة لابد تتحمل المهزلة اللي حصلت والفني شريك واللاعبين دول ميستحقوش شرف ارتداء الفانلة الحمراء باستثناء وليد سليمان وده مش كلام عصبية ده كلام العقل خريف الاهلي وخريف الوطن ربيع عمرنا ولنا الله,EG
7243,ماتش بتعليق جواد بادة,MA
7244,كمي وقولي ساكن فين عشان ارشح حد قريب ليك,EG
7245,تعال وشوف المهزله يبو ثامر,SA
7246,اني شفته ميستحق أسلوبه النقاش حضرته,IQ
7247,انا اسعد انسان اني يكلمك بنحببببك شديد وانا كمان بحبكم وكل المتابعين,SD
7248,اكيد خصوصا السني الشيعي مأني مابحب احكي هيك لوغه بس هيدي الحقيقه ديما بيفتعلو شي ليشوهو صورة الاسلام انو نحنا منحب اعلام رخيص الدفع بميل,LB
7249,هههههههههه نستناك توأمي لوكا دحنا خبزينو سوا نعرفوك راو متنجمش تعركنا,TN
7250,رائسة الحكومه مش مكسر عصى مش حدا ينزل الشارع يطالب بس باسقاط الحكومه الحكومه الها رجالها بطالب سني نزل الشارع يرجع بيتو لازم تفهم بس كرمال يسقطو الحكومه متابعتي لك التغطيه الاعلاميه تركيزهم بس تسقيط دولة الرئيس الاعلامين كذابين منافقين ماتصدقوهم,LB
7251,وينك مازالني نستنى ردك انتي بنت الجزائر وفحلة برري موقفك قذف بنات بلادك جاك ساهل بصح الرد صعيب,DZ
7252,يذلها متقعدش معاه تسيبه وتقدر تصبي رجليها ميجمل حد طبعا هضا رأي الشخصي وكل حر,LY
7253,كولي يااااااااااااا الله لازم نبقى نتأمل لازم,IQ
7254,مش واجعني حد لي يموت طرفين المتناحرين سلطهواجعيني الناس مدنيه لي ماتت وارزاقها ناس راس مالهم السكن لي ساكنين دور فيديوات توا تفهم شعورهم يابغل ياقواد ياصرصري يامتع الحرباتفووووووووكتبها صاحبي اهويدي,LY
7255,عشا فأنا مقتنع الحين ههههه,BH
7256,الحريم صارو يحطون جيوب بالعبايات الرجال صارو يشيلون شنط الظاهر حد لعب بالاعدادات,SA
7257,كله بيقولك إعمل للواتساب وتدخل جوجل بلاي تلاقي مفيش تحديث,EG
7258,طيب قلنا شي يطمنا يفهمنا ايش اللي حاصل,YE
7259,خليك قبضاي يهمك هيك ناس بالناقص منهم,SY
7260,السكور تاع يتعاود معنا ربي يستر الفضيحة ههههههههه,DZ
7261,مابعرف شي تحشروها تنزل ماتنزل دخلك حرا نزل نزل كرمال يتصور يرجع كلهم منافقين ماتعرف منافقه متلهم نقطه السطر,LB
7262,ماله قيمه تطلعينله قيمه لانه بعيد,KW
7263,تعرفي طريقتنا مشاهدة البرومو غلط وتتحسب مرة واحدة واذا كملنا هك الاغنية خطر لازم تنزل الكل عارف واش يدير,DZ
7264,شخصيا انا تعدد الزوجات واتفهم حالة حالتين حالة,BH
7265,اللي ماني وصلاح غيرة طبيعية منافستهم الالقلاب الفردية وجودهم فريق دور المدير الفني يحجم ده ويوظفه لصالح الفريق مرة عاشرة مشكلتنا صلاح بره الملعب تصريحاته ومواقفه زي دعم المتحرش الترصد ليه الملعب بسببها مش لطيف خالص,EG
7266,اللي بتشبة حداصامد بوجه العدا نادينا وعند الندا عالموت نقلك لبيكبدنا نضل نحبك هيك يا قائدنا يا بشار,SY
7267,المواهب الصاعدة للكالتشيو,TN
7268,فانز سهيلة حطها انا ناكدلك فانز سهيلة ماكان يجيب سيرة حنان بالخير انا اتكلم باقي الفانزات,DZ
7269,صباحالاحمدالله يفرحنا برجعتك يارب,KW
7270,ساكتبعليجدارالحبتخليني,OM
7271,صدقت والانجس منهم بيتابعون ويصدقوهم,SY
7272,شفت الفيديو دا اكتر مرات مرة بشوف ألم جديد وشوش الاطفال نفسهم العكسو نظرة مجتمع وتربية وتنميط اتربوا عليهو تقييمهم للدمى اختار الدمية بتشبهه يعني دا انعكاس لرؤيتهم لنفسهم وانهم بيشوفوا نفسهم كدة الناس تشوفهم يتبع,SD
7273,المفروض ذوقك حلو عندك غرفة كاملة بس ملابس المشاهير وانتي طاكة,IQ
7274,كاعما بغيناهم يجيو للمعقول مزيانة لينا,MA
7275,لك كوكب جايين العمى,LB
7276,تمام يا كريم براحتك انا بتضايق بس بلاقي ناس نازلة حزق أكاونتات فيك بتكتب كلام بضان زي ده عشان تعمل جدل انا فعلا مش عاملك فولو بس المشكلة تويتر بقى بيظهر تويتات ناس مش عاملين فولو حقك عليا اني رديت وردي ضايقك قوي كدة,EG
7277,رحت اكل رز بلبن الشيخ وفيق لقيت اسكندرية كلها باين,EG
7278,طنش تنتعش توأمي الغالي,DZ
7279,عشان نعرف ايه المعارضة مصر وقت مرسي كانوا فعلا شوية شراميط,EG
7280,غانم السليطي خل دول المقاطعة تعتذر وقطر بتقبل اعتذارهمنعم خيييير اسمعمعصي معصي انت وأشكالك وفوقهم معازيبك تحلمون تونامابدينا,BH
7281,المتضامن اللي ممكن يمن بده إنما المحامي اللي شغال منظمة حقوقية وبياخد تمويل الدفاع الغلابة والمتظاهرين البرستيج والمنظرة مفروض اللي ياكل خرا ويسكت عشان ده أكل عيشه وآخر ممكن يمن بيه,EG
7282,يا ابو حمد انت ركبت مرتين احنا رايحين جايين مرات,BH
7283,شاءالله ههههه حبيت العاهات,IQ
7284,أردوغان حط هدف ووصل الفكرة إنه مكانش وفكر تحقيق التصورات بالتمنيات بغض النظر اتفاق البعض الطريق والطريقة اختلافهم الثابت اللي بيحط هدف وبيشتغل كويس وبيكون فاهم كويس برضه الواقع,EG
7285,عنا شي معقول,LB
7286,واذا قلت نسيت الشوق بيكذبني,LB
7287,يستاهل وسكت يا بنتي شفت وشفت ومريتش مسلسلكيفو خفيف نظيف,TN
7288,نقدر نقول مشروع طبخة,EG
7289,نفسي داخلك اعاين واعرف شن وكيف المشاعرواروي روحي واشوف منابعك الصحراء عيني تتواثب جناين ماخده صوتك جداول,SD
7290,ده جايب بسبوسة ده أودسكوا داهية,EG
7291,ولله الله يستر آتي اعظم ينهار لبنان اكتر منو منهار تسقيط الحكومه مش حل,LB
7292,مدري انا بغير نوم للآن القرارات حق امانه لعاد تذكرني,YE
7293,كلمهوقولهاللحبماعاد ينفع الكلام,MA
7294,بالعكس بحب فيكي صراحتك ولله تعرفي حالك عندي بحترم كلامك رائيك قولي كلمتك ماتخافي,LB
7295,شكرا كتير ونحنا كمان بيسعدنا,SY
7296,مدري وش انقول وش نخلي مااقول ربي يفرح قلبك ياالغاليه ماتفرحي هالناس,JO
7297,متياخرمرهاعتمرتباقي ماعمري اعتمرت الله يكتب لي ولكم بيته الحرام,MA
7298,الشعب عاقل حطو لكل حاره عاقل شعب مجنون,YE
7299,يبي لك وجبة هارديز ويخف,BH
7300,مش دايما جون قالها لدينيريس برضو,EG
7301,يختي شو مريول النوم هادا,JO
7302,اكيد فعلا لان سعره رخيص يعني متناول فئة كبيرة,LY
7303,بنحب اعملك منشن يعلق تلفونك النوتفيكيشن والفانز تبعها يفلتو,LB
7304,منافق بلادي كبيره روح انضب ماحدا عملك وكاله المتظاهرين بي بالاسقاط الحكومه كلن يعني كلن يا خنزير بدك تجي طرابلس كمان,LB
7305,ربي يسترهم العين تخافي يوصلو للفريق الوطني وتضرب فينا,DZ
7306,ويش نبي بالكرك هالحر نبيه,BH
7307,وائل غنيم يغير موقفه ويؤيد محمد ويرقص الجدير بالذكر ايقونة ثورة الفيديو ده بنص ساعه لسه طالع بيعيط ويقول السيسي خطف اخوه حازم احنامعاكياريس,AE
7308,يعني إيه بتبيعه سويسرا بتبيعه صيدليات سويسرا خدت موافقة مين طبيب ممارس ازاي بتحضر أدوية,EG
7309,ههههه ربي يسعدك والله يعينك عليهم,SA
7310,حكيت ضحكتي فديتني وضحكة حدا,PL
7311,مطعم شعبي امينونو السوق المصري قهوة محمد افندي,SY
7312,السكوت مش علامة الرضا اوقات بكون السكوت لان الحكي بغير شي,LB
7313,صعيبة نعرف بالروح إصابات شاء الله نعملوا مشوار باهي,TN
7314,ليش تحسست سالفة قطع الرأس العجم الروم,OM
7315,كلهم وفيين صادقين انغدر فيهم,AE
7316,كيفك وينك مختفيه طمنيني عنك,LB
7317,شنو الحكمة الموت,KW
7318,الذيب خله لاهلهانت شف لي البقر الحلوبشرواكم,QA
7319,تسمع النكهةلقطهعمانيهفيالعيد,OM
7320,محمد طلع بنفسه اعترف بفساده كنت شغال الترابيزة وأعمل إيه البلد ماشية كدة إنه مناضل جيفارا بيحارب الفساد مش فاهم ليه ناس مصرة ترد مواضيع مش مطروحة ومحسومة,EG
7321,معقول مسوي امريكا وأنتم تقولو الموت لامريكا,YE
7322,الله اعلم هكاكا شنوة رأيهم تشوف اش قاعدين يحكيو تلقاهم هوما زادا يستاهلو,TN
7323,مرة بس جاوبتني ويش شارب الصبح,BH
7324,اتفاق عقلي فثانية انتا خدته تاه مني وأما وأما فاق مش ثابت زي عادته ملهوف كلو اشتياق بيروحلك وبإرادته,JO
7325,ياالله تكاليف حفلة حنتك,IQ
7326,بابا يعملي لايك موش ديماعلى تصويرة نحسو يحب يقلي هاني ڨاعد نري فيك,TN
7327,السناب اتكلم معلومات دورة البسي تاجك جاوبت سؤال اعيش شعور انتظار,KW
7328,بتقلك تخليني المحك,LB
7329,يسموه زواج مش جواز امرك عجيب,OM
7330,انا معاك رايياخر شهر ممكن نفهم جاهزية الفرق,TN
7331,لي قلب الصده قوي غـزاه الشوق عـيا يجيك البلا قلبي طلع قلـب بدوي لوتغيب سنين مايقسى,OM
7332,مطلوب غواص يرجع لي الخير سويتهو قطيته بحر,KW
7333,ياااحرية أحمد القدور الشيخ ياشباااباللي جوا طلع بالسلامة بيعرف شي يخبرنا هون فيكن البركة,SY
7334,كلمة فاتك نص عمرك ماعاد تأثر فيني صرت أقول أحسن,KW
7335,الله يسلمك أستاذة عزة,LY
7336,مساكين يشوفون اهلم عشان يفرحونك,AE
7337,ⵅⴰⴱⵓⵔ خابور سياسي الحوسة اللي صايرة العالم تحسسك تخلي فيا نفكر حاجة كبيرة,LY
7338,انك تصلي والا تعرف الله دعيت هالدعاء شي مستغرب نفايات دبي,QA
7339,اسالكنزهعليانرجيفعلا كنزة صادقة شفافة اللي قلبها يبان,LY
7340,نثرت القصيد بدرب لاماكذاع صيت القصيد وذاع صيتكيارجا العمر حفتك الاشواك ليتك طريق القلب ليتكودع البرد كف ضم يمناك صافح الود قلبي جيتكحي هالشوف تنمل دنياك شفت سوات العيون اليا لقيتكمساعدالرشيدي,AE
7341,فديت الكلام اللي الگلب,IQ
7342,المشكلة الفرخ اللي ايتبع معروف صايع يسكن منطقتهم وبعد مشى لسوريا وبعدها روح متزوج طفلة عمرها وبوه لزه الحوش واغلب عمليات اغتيال الضباط اللي منطقة المجاوري مشارك بحكم قربه الضحايا يقدر ايراقبهم بسهوله,LY
7343,عاتب الناس اللي تحبها واللي تحبها كمان مش تلاقيهم وسط عتابك حاملين زهور الياسمين لك وانت ماكنت تدري,YE
7344,لقائنا السبت بس مو لكل فعل ردة فعل,KW
7345,أبشر بطول سلامة يا مربعتدلدربها,OM
7346,وانت طيبة وانت بالصحة وسلامة,TN
7347,يارب خير وسلام للجميع بدناياهنبدناالكل,SY
7348,منور يوصل شاء الله,LY
7349,كنت مشتجع انك تنحف مشان هيك,PL
7350,الله الجنه اللي نبيها رفقة الطرف ابوجهل منفعه عندي خلايق السوء,LY
7351,ينعاد عليكم بالصحة والعافية سمية,PL
7352,الله يشفيك ويشفي مريض,YE
7353,والريح تنوح الدروبوا خوفي صوت الرياح وقتين تنوحوتروي هوووووو,SD
7354,يعروف وسعد فالشهر اللي ذكرتهم أقل وعالدكة,AE
7355,تعطلالواتساب مشي الحال صلحته بس لاتعودوها مرتن ثانية,SY
7356,ياحظ لقى درب الوفاء خوي,JO
7357,هههههههه كثر الاشتياق يستقبله بشتم هااا كلب مشتاقلك,IQ
7358,اطفال بيكون عندهم خلل مشاكل اعاقات احيانا الاهل بيرفضو يتولد حالات مش بتظهر يكتمل الطفلمش ببرر للقانون دة بس احيانا بقول معاهم حق طفل ييجي مشوه عنده اعاقة ويفضل يتعذب باقي عمره,TN
7359,محمد يقدم وصفة للنجاح مصر واقع تجربته حاول تقدر تشقى وظبط نفسك ال كدة تعيش برنس طول مصر انت هتعيش حياة كريمة مفيش مش عايز أقولك إيه اللي بيحصل انتوا عارفين الإجابة ومفيش داعي إني أتكلم,EG
7360,شدعوه هذي نطيرها جمعية الميره قذارة حط السعر,QA
7361,مش وقت العتاب يا تهاني,PL
7362,واحده اتفاجات خطيبه بيتف نجيل حديقة مزدحمة خلاه ورجع البيت وتاني شافتهوقال ده بفشل الواحد قدام الناس,SD
7363,الباب يجي منو الريح دير جدار عازل واستريح,DZ
7364,رعية المحطة تكفين يانوير,SA
7365,مقرف يستاهل اكتر بلوك,PL
7366,بقت خصوصية يا عزيزتي ريتا راحت زمان,BH
7367,يا ترى تبرعوا دخل المطعمولا شاطرين بشتم العرب يفعل بعضهم,JO
7368,قمة الفهمان واضح جوالك كلام خرده,PL
7369,الهلال بالقلب شنو يصيييير,MA
7370,الراجل ده مات ياخروف محدشنزل,AE
7371,بدور عكم صاحي بعدين بنام انتي فوتي نامي,JO
7372,إزيكم كيفنكم لي زمان ماشفتكم,SD
7373,يامقابر خبري الحبيب اللي اخذله سكانك مكان قلبي نساه يا قبره نعيم وروحه بدار الأمان,YE
7374,لانهم خططوا للقتل مخططوش جوه القنصلية يافهيم خططوا الرياض,EG
7375,سعودياتنطلباسقاطالولايه ونت عمرك وش مجلسك عندهم وتشيش انت معاد فيك عباية الله يخلف يعدك ادمي,SA
7376,إلا بالله امتى ينقرضوا هالعقليات,LY
7377,صحيح كاتقهر الارجنتين راه كانو يستاهلو البارح,MA
7378,الشغلة شغلة ثقة يعني يردون إثبات غاندي مرة مدري منو مرة أزمة ثقة,IQ
7379,اقوياشاعهطلعتعليكبتويتراني محامي,KW
7380,الحمدلله السلامة الحافظ ربيايلقطوا الدعاء هاليوم المبارك الناس كلها دعت عليهم,LY
7381,مزاجيييةعصبيةبدي شي زي بدي وازا بنفسن,PL
7382,اني مش فاهم حاجة بس شكرا كتير الكم,PL
7383,امين حبيبة قلبيربي يحفظك ليا,DZ
7384,أجمل رد فن التطبيلسعر الممتاز بيسة جاي تتكلم دعم بيسات,OM
7385,النتايج تمرين,KW
7386,شاب وعاقل طلع يدافع تعز طلع علشان يحمي بيته وماله وعرضه ويدافع تعز كلها,YE
7387,عندنا المشروع بنقولو جني ايش فهمك انت,EG
7388,نندم الفرص هذي,DZ
7389,بتحس انك كرهتهم البيف,PL
7390,كلب دحياشي مزور الحساب افشخوه حظر وبلاغ ولعن هالكلب السافل,YE
7391,خليج فارسي عربي احنا نسميه خليج البقر,BH
7392,ياااحرية عماد كاظم طاهر بيك دير الزور مواليد اعتقلوه العفاريت الزرق تبع الجوية بدير الزور حملة,SY
7393,كانوا مسوين اكبر,AE
7394,عندى ثقة وسط بيانيتش ماتويدي وبنتنكور ممتازعندي ثقة كبيرة بنتنكور,TN
7395,مين قاري رفضك قبولك ابكي بترتاح,LB
7396,بلوى بعدها بلوى وشر البلية يضحك,BH
7397,هههه موج البحر عوفي الحمص سولفينه,IQ
7398,راكبة تفتح باب الطوارئ الطائرة المرحاض,BH
7399,ليه شيء اقلق راحتك,TN
7400,بالنسبة ليا انا والله شبعت ونكد وقتل ودم والحقد الله يهدينا جميعا,LY
7401,والورد آلأبيض عذوبة حلآهآ يزهر لونه يلآمس إيديهآ,JO
7402,عمانيونبلاوظايفمأخذين وضعية المزهرية يا لبى قلوبكم,OM
7403,اللعبة اللي مضيعة وقتي وفلوسي,KW
7404,ده نمل مفتح وعارف بيعمل شنو,SD
7405,مافتح الرابط وصفك زيد لي الضيق اقول بنفسي يامام الزمان معقول وبالاخر تطلع التغريده بكلها الكاميرا الخفيه حسبكم الله,YE
7406,الحاضريعلمالغايب عمار نزار تركماني مواليد موجود بسجن حمص المركزيأهله كانوا مفكرينه مات بحريق,SY
7407,كلماتتمناه مطلبي عطرك ولمة يدينك,SA
7408,الله بالطبع مش موجود عنا بس والله حلو للعريس,PL
7409,حلوة خويا بس انت احلى,TN
7410,ويسعد صباحك يا حبيبتي,JO
7411,أتكلم تمرين السيناريو بالسناب جات,KW
7412,مبروك يافخرنا شرفتنا ورفعت الجزائر,DZ
7413,é أشياء لازم تعرفها تشتري,TN
7414,فعلا كنزة جمالها مميز طبيعي جمال اخلاقها عاكس روحها شخصيتها,LY
7415,خرجو فيهم هوما البرتغال ههه,MA
7416,شنو بيستفيدو الهجوم جامعة مدرسة جامع سوق مدنيين بوابة مليانة سيارات عائلات يدعسوا مدنيين عاديين اوروبا يفجرو مطار اطفال وبعدين لي اعترفوا بالتفجير,LY
7417,قول يا حبيبي سايبني ورايح فين أجمل لحن ده هنغني احنا الاتنين حلوةيابلدي,TN
7418,يعني محمد العرب اسير عندكم,BH
7419,مش زعلان إلا البشير بيحضر محبوس السودان,YE
7420,ﻣـﺎﻳـﻌﻴﺶ ﺍﻟـﻌـﺰ ﻣـﻦ ﻟﻠــﺬﻝﻗـﺎﺑــﻞﻣﺎﻳـﻌﻴﺶ ﺍﻟـﺬﻝ ﻣـﻦ ﺷﺮﻕ ﺻـﻤﻴﻠﻪﻭﻣﺎﺗﺠﻲ ﻣﻬﺒﻮﻝ ﻳﺰﺣﻒ ﻓﻮﻕ ﻋﺎﻗﻞﻭﻣﺎﺗﺠﻲ معقول يـهزم هبيله,YE
7421,اقرب واجود وانواع مختلفة ممكن بتعرف شركات الكويت تمنشنهم بحيث يستفيد المنتج بمعرفة معلومات التصدير للكويت,SD
7422,افتكرت المشهد ده فيديوهات محمد خد الموضوع شخصي وأظن كدة مكناش شفنا الفيديوهات دي خالص اكتفى باللي سلكه وخلع بيه وعاش حياته بره عادي,EG
7423,الله يبارك قداش قعد بسلامته الغياب,LY
7424,لعلمك هات خشبة الملعب ولبسهم تيشرت الاهلي هترعب افريقيا بالكاملشخصية الاهلي واللي بناها اجياله مدار قرن الزمان متتأثرش باستبعاد لاعب فرقة اقل ولاده بينزل الملعب بيلعب بروح الفانلة الحمرا واسألوا ادغال افريقيا وشمالها,EG
7425,كمان البحر بيشيلها رأسه تحبها خليك عادي,SD
7426,تقصدي مواقع اللي ترجيتوها لحتى يعمو الفرق انهم استدعو كنزة لتجي مصر يعملو مو ذهبت فانزها ترجوهم ليعملو لقاءالفرق كبير,LY
7427,ياااحرية محمد رديف غزوان معيني مواليد بحمص القديمة شارع الغوطة اعتقلوه العفاريت الزرق,SY
7428,وبالنسبة بأني أدور يحكمنا بالصميل فأعتقد أنك ماشاركت إختيار بريك والزبيدي لأجل يحكموك بالصميل,YE
7429,حطيتي يدك الجرح للاسف,DZ
7430,السموحه يالاخو بس كانك سويت اعلان,QA
7431,غيبتك شبكت وحد شسوي يعني انتظرك يا اخر حبه,SA
7432,كلام موزون ونحييك جميعا عليهبس يارب احبابنا واولاد بلدنا الزملكاوية القلة طبعا اللي بتروج لكدة وبتزيط الزيطة يشوفوا كلامك ويعملوا بيه عشان احنا لسة منسيناش ال وبعدهم ال,EG
7433,احنا عارفين عمرو مشكلة حنان وسهيلة ومانتكلمش عليهم وحتى الفانز كنا ندعم بطريقة حلوة مش عارفة واش تغير,DZ
7434,صدق هذاك الراجل اللي الطريق طويل,LY
7435,هدفي حسابيفي البايو بتاعي متابعين بيكونوا عايزين المعلومات الانا رتوتها دي وانا متابعة قروبات سياسية جزء عشان اعرف تاغاتهم بتهمني وكمان امشي اعمل تعمية والا تغطية والا غيرو ولو زول بيكتب شئ محرج دا يخصه انا ولله الحمد عندي شي اتحرج منو,SD
7436,حدا لازم صور المعتقلين عم نزلهن يكونوا شوي مرتبين بحياة اغلى شي عندكم شوفوا مااحلى صورهن بدون,SY
7437,تستحق الخير اخوي سلطان وفالك الترفيق,AE
7438,وانتم بخير كنانيز ينعاد عليكم اهلكم بالصحة والعافية المغفرة,LY
7439,باهي تو يا نرقد رقدة اهل الكهف سا نرقد ساعتين وتفيقني حلمة كلاب جنون جلمود معشش فيا بيدير العيب عرفته دايرلي حظرة يقرأ عليا القرإن يسوس عليا ولعت السياره هربت لين خذي فيا ربي عطي فقت راسي زي الطبل مصير اللي يتسحر طاجين زياده ملحصباح الخير,LY
7440,بشرفك هلاء انت نائب بتمثل الشعب انتخبك رديح تويتر ياعيب الشووم هيك مستوى نائب خرج مسلك مجارير,LB
7441,وبعدين معاها هذي شهالوقاحه,QA
7442,هسه شكلك يصير ياباني,IQ
7443,اها كنت خايفه سبق وتكلمت قسم التخطيط الهندسي عندنا وجود موظفين جنسيات مختلفه مواليه لدولتنا حاب يعرف التفاصيل وش اقصد ممكن اشرح بس شرط جهات خاصه الدوله لان الموضوع حساس,QA
7444,زين وحده تجيب طبق والخير وايد,OM
7445,لاحول الله مناشده للي سرقونا بهذلونا قللوا هنانا حللوا قروشكم اعينوا هالراجل,LY
7446,بكم معهم الشيشةعسى غالين,OM
7447,اكره المسميات اكره المسميات رئيس كبير مدير موظفي السكرتاريه معاشك معاش سكرتيرشغلك شغل سكرتيرو مسماك برستيج زاد نقص,KW
7448,غناك عصفورا,OM
7449,عندي بس البنك مسوي دعايه,OM
7450,مش حابين تفهمو بزاف سهيلة وايهاب ويستنو غلطة واحنا بدل مانتوحد صرنا نضرب وننسى الدعم للاثنين,DZ
7451,هذاواقعيبدونتزييف قلت ليك اديني الحاجةالتحت مخدتك تديني شنووووو,SD
7452,لاتعليق المستقبل واضح للعراق,IQ
7453,وتاني كمان شاشة تلفوني اتكسرت وما لقيت شاشة كنت سألتكم فترة واسي بكتب الكلام دا شاشتي القربت خلاص بس موصية وحدة,SD
7454,اه والله بشارع الرشيد,PL
7455,بعتقد الليله رح تنام برياض الصلح ههههههههه,LB
7456,هذيكا الدنيا المكتوب معندو ميقول,TN
7457,خليا تمشي لقدم تتطلع لورا تقدملنا شي حلو,LB
7458,صرلنا اكتر اسبوعين عم نجمد الصبح وبالليل وشتا تلات مستمر الله يبعت الخير,LB
7459,صدقه الذيبما يبا يخسرك,AE
7460,بغيت ندي للواليد شي سوفونير صويرة ليا هاد العكاز زعما كاتعتابر اهانة é,MA
7461,وانا سنقل اسهر شلون احب,SA
7462,رفعاسعارالبنزينوالكهرباء حنا اجانب بس نعتبر المملكة بلدنا شفناه بالمملكة خير وامن وامان ماينوصف,SY
7463,مهو اعتذرلو الملعب مباشرة الحركة عملها ده الإعتذار بتويتايه مش مشكلتو انك شفتهاش,TN
7464,الحق مو الحق اللي مخلينه ياخذ راحته بالبلد يسرح ويمرح ويلعب بالمواطن حسيب ولارقيب,JO
7465,عيشك يا شوشي يخليك يا رب,TN
7466,انا مازلت افكر فيك واموت حبك وطاريك هذي اطباعي اخبي الحزن بي ماقول وشمسويمعغيري نبيلشعيل عادلمحمود لياليالكويت,BH
7467,هههههههههههه الكلام دا ليهو يومين الناس عارفهو,SD
7468,الردس اللي تسمعوا الطرابلسي يفض النزاع الريقاته كلابالحراسة اللي بيهبلوا عزهم ومجدهم وجلسات الكوك السهريات والفاشينستات هاسيديها,LY
7469,يا شيخ حسن يوسف قيمتك عنا سقطت اولادك إلها هالأهمية وهاي القيمة والمكانة اللي بحاول الإحتلال يزحزحها بس فشروا كلنا بنعرف فضلك ومقامك بينا وبنتمنى وبنتشرف نكون اولادك بتقبل تنولنا هالشرف علاء ابو دياب كلناولادك,PL
