,text,dialect
5942,قله عقول فيهم يا يسورهذلحين معاهم لسان سرق الناسراعي الله البقر وهم بيرعوا,YE
5943,التنهيدة اللي تطلع داخل القلب شدة القهر والألم وتصاحبها كلمة يا الله عوضها ربي كبير,YE
5944,تغريدة الرثاء لازم تلاقي كلاب ينبحوا بدل يترحموا الميت,YE
5945,وين حسابك القديم,YE
5946,واكيد ترامب بيستخدم الفيتو وعليها,YE
5947,ولسوف يعطيك ربك فترضى,YE
5948,مالك الشعر موزون بوزن بحر العصيد ههههههه,YE
5949,ذولا اكذب ناس وجه الأرض,YE
5950,تحب اليمن أبتعد النقاشات اللي مالها داعي يكفي دعوة صادقة قلب صافي لحظة سجود تدعيها لوطنك,YE
5951,وزد عياكل المهحرين الفلسطينين اللي حنبوا بهم,YE
5952,مانرقد نعرف ايش اللي قالوا نترقبه,YE
5953,اصدقائي الكويسون صديقاتي الكويساتجمعة طيبة مباركةوبخصوص العام الجديد اتمنى لكم حافلا بالعطاء والإنجاز,YE
5954,ولن يجيبك التساؤل,YE
5955,مادري بس لازم الواحد يفرح كلا فرحه مختلفه المهم فرحه,YE
5956,عقيد حوثي قلكم عادهم يديولو بيهينو الزي العسكري الجاهل اللي عادة مابيقدر يتوضئ سوىواااعفاشاااه,YE
5957,مش شرط تؤدي واجباتك تسعد,YE
5958,مرة أشوف يفهم,YE
5959,الله يا يوريني أهلك وربي يجعلهم مصيبة جميعا واشوف فيك,YE
5960,انا مامزعلني نهايه مسعود مسلسل غربه البن طيب حد يحكي لنا اش حصله روح الغربه اعجم كلمه,YE
5961,جو هالمطر يوصل لأخر الشعور فيني,YE
5962,بطائراتهم جو يقصفوا يعني موجوعيين,YE
5963,هههه معاش يمس شعره بنت يمنيهاطمني يا قلبي انتي وجهي,YE
5964,روتيني داعي لإثارة الموضوع اصلا بتحصل جرائم ابشع خيرة الله,YE
5965,معي عمتي هوايتها تاكل الثلج كنت صغيره وانا اذكرها دائما جنب الفريزر تقرطط الثلج واذكر اني كلما اذهب عندها افتح ثلجتها الاقي انواع واشكال الثلج المكعب والرقيق المقرمش والهش والاسكريم العصير شي ثلج متوفر عندها ورغم عمرها مامرضت باللوز الزكام,YE
5966,سعادة المواطن اليمني اللي يحب هالشي يسوي رتويتاللي معترض يسوي إعجاب,YE
5967,طلع الموضوع فوتوشوب ناس مصدقين,YE
5968,واضح فشلت الساعه تقريبا ربع نحاول بكرهمابنستسلم,YE
5969,خليك ساكت يا خروف,YE
5970,وانعدام الثقة بالمصادر الرسمية,YE
5971,شكلك يا ريم تشتي سياره بالفين سعودي صح ههههه,YE
5972,طنجره ولاهو داري بشي جابوه فندقهم بالرياض يطبخوا كلمه اليمن بالقمه وعيرجعوه الدرج مكانه عمرك شفت طنجره تعرف بتاريخ,YE
5973,فعلوا خاتمه مستعجل كلفته يلا المهم استفدنا تعرفنا مواهب حقيقه الممثلين اليمنيين الممثل اللي بدور حافظ يستحق لقب نجم صراحه وسالي حماده وغيرهم,YE
5974,معناها الرجال وقت يطالبوا بالمساواة حقوقهم اللي ضاعت,YE
5975,اتحرى العيد طفل واتعذر لأجل اسأل اخلص يخوي بتجي وربي واحشني,YE
5976,ملها الحسم العسكري يا فندم,YE
5977,اسأل الحوثه العقيد شيول وجثثهم اللي ارتمت للكلاب ياحوثي,YE
5978,اش حسابك وانا فعلا مقصره اتابعهم عموما لاعد اعلق ارتوت المعذره الجميع,YE
5979,الله حسيب الشعور اللي تبلانيمازال يسرح ويمرح بالحشا ماكنمشاعر الشوق وين الشوق وداني لبيه يللي غلاه بداخلي ساكنعاشقكل وانتم بخير,YE
5980,حبيبة قلبي نسيم مبارك علينا جميعا طيب وين انا بالصورة عرفتيني اكيد,YE
5981,مش يقصد يحرش بينه الشرعية,YE
5982,ماتصح المقارنه لان صنعاء محاصره وتواجه عدوان تحالف دوله ومبرر قصور الخدمات بينما المناطق اللي اساس حرروها وخاضعه لسلطتهم ومعها حكومه عايشه فنادق خمسه نجوم ايش فعلوا اربع اش فعلوا الاوضاع اخس والازمات نفسها والاسعار دليل لافرق,YE
5983,الله يسلمك يارب اسمي نور,YE
5984,استاذ خالد العفو منك تغريداتك مبهجه ومتنوعه الالون فقعه توجع العين استخدم درجه اخف والوان فاتحه طبعا مجرد راي,YE
5985,واطلع اللي بقلبي,YE
5986,جنة إيه اللي تروحها حساب دم غيرك,YE
5987,وربعك وبني عمك حولك وهم لك سلاح بوقت داعيه ياوجهه همدان,YE
5988,محمد كلمه بس صغيرةالله يذيقكم مابيحصل لنا ويورينا فيكم بجاه النبي محمد فيكم عيالكم وذريتكم,YE
5989,اتمنى الجو مغيم وممطر كاليوم,YE
5990,صح لسانك تجيب لنا شي بيتين قطر والاخونجيين,YE
5991,الله يشفيها ويعافيها ويطمنك سلامه,YE
5992,تعبير وصورة أكثر دقيق ورائع,YE
5993,والله جبتها نفسيتي هالأيام,YE
5994,داخل مناطق الحوثي نكذب مافيش فعالية نقدر نسويها وأتفه حوثي ممكن يخرب إجتماع,YE
5995,نصر الله قريب تعزتتحرر,YE
5996,حيل الله النبا,YE
5997,سلم نفسك ياسعودي انت محاصر ذلحين سلم ووقف عدوانك ياسعودي محد عيفيدك,YE
5998,انا لله وانا إليه راجعون,YE
5999,والاكيد كلنا معاه بإذن الله شكرا لكل الاحباب الجزائر,YE
6000,يا سلااام تجنن تجنن تجنن أمولتي,YE
6001,معقولة لحن هام السحب مقتبس اغنية يمنية اسمع واحكم بنفسكسعدلمجرداومحمدعبدهعيدكممبارك,YE
6002,اهل الرياض يقولوا لـﮬ جح,YE
6003,حق ايش يجيب لك هديه وانت ماتعرفهالمفروض ماتقبلها ولوكانت سنداللوز مش شويه جعاله,YE
6004,مش معقول صنعاء بكلها سمعت,YE
6005,هههههه قله يعيني بدل المدلل شف اخر تغريده لي,YE
6006,والاخضري العدين بكرمشدته بيضا ومشقره اخضر,YE
6007,خيره الله خيرة,YE
6008,تعرفتقولقيقوانتوسطالماء,YE
6009,شف لنا فتره كذبك,YE
6010,هههههههههما دخل البيت بالرقص والملعب يا خنزيرمش قلتو احنا دواعش وروافض اوكيه إلا ننفذ قلتكم,YE
6011,والله يامن يبا لصاحب الدحره مايدري إلا دحرته مدحور,YE
6012,الله يبارك عمرك,YE
6013,سلامات مرضت ثانيةأشوفك تتكلم كلام حكيم,YE
6014,أشخاص رغم انهم الضؤ لكل اللي حوليهم إلا إنه دائما يمتلكم شعور بالتقصير أعتبرهم ملائكة هيئة بشر,YE
6015,مافي اطيب منو عمار الحقيقي بس البعض بيستغل المواقف عشان ينصب الناس اللي خلاني احذر,YE
6016,بيت بوس والاصبحي كلها دليلواذهبوا وشوفوا باعينكم,YE
6017,اليفرسي الشوذبي حدد,YE
6018,عمر سميره سعيد مايبان ابدا الله,YE
6019,ياعالم الخاين انا سويت حظر تصل التغريدات حقه اليا الله يسمحك ياللي سويت إعادة تغريدههههه,YE
6020,انا نازل لاجل يمني انا نازل لاني ابن حمير وتبع وذي يزن انا نازل لاني بنت بلقيس واروي بنتاليمن,YE
6021,وانتم بخير مش وقت يا اخي عيد,YE
6022,ولأنها تعز الجميلة بينتهوا الحاقدين,YE
6023,والله هنك حريم ارجل واشرف,YE
6024,مسويه مجموعه الجنوبين وتسميهم انفصاليين,YE
6025,صح لسانك يا شيخ نايف,YE
6026,حصاد الزيف إبسنيننكبة,YE
6027,بعيد حاجة شاغلتك بهالدقيقةإستغفر,YE
6028,جهنم لك يا تافه ياحقير,YE
6029,قرب القماشه رقبتك كلب,YE
6030,الله يهون غربتك ويرجعك بسلامه لاهلك,YE
6031,ماخاب يارب,YE
6032,الأغبياء مكان,YE
6033,قرارات دوليةقول لي عمرك,YE
6034,اتصور مادونا مش تطلب الميلغ,YE
6035,ههههه ممكن تشوف المراية,YE
6036,تمر لحظات ترجع طفل صغير قمة زعلك يجيلك شي يخليك تضحك قلبك,YE
6037,لازم ورا حجاب,YE
6038,عادي خليهم يرجعو ويتحاسبوا الشارع شعب اليمن,YE
6039,وبعدين فهمت تغريدتي غلط كلمة كمل كنت أقصد إنتهى وأنت فهمتها بمعنى واصل التطبيل,YE
6040,ههههه احذفها مايهمك ارجع اكتب التغريده,YE
6041,صباحك جوري يا نوره,YE
6042,تقصد الجيش اللي يتبع شرعيه هادي تحالف العدوان,YE
6043,شكله اسمه جاااك يعني طياره اكيد وابوه مرتن تلاقي عيونه زرقاء,YE
6044,بيمر يجيب لنا الهدايا ويكتب رساله وبيمشي,YE
6045,ماكان الله معذبهم وانت فيهم وماكان الله معذبهم وهم يستغفرون,YE
6046,ابوك حضن الصفووين ناسي وصفووين تبع ملالي طهران,YE
6047,الدنبوع بدل مايكحلها عماها منك لله ماتجيب لنا شخص فاهم بالاقتصاد جبت لنا حق الشوارع يبول وهوا مستقيم ههههههههههه,YE
6048,محلل سياسي يقول طهران الجنوببالمناسبة ايش معنى محلل سياسي,YE
6049,سلم ينقذ شبل دب لإخراجه مكب النفاياتهجومالقاعدةعلىالجنوب,YE
6050,ماعلينا خوف دام الله يعينلو حظوظ النفس نلمح صدهاصامدين وصابرين وعايشينو الظروف تحدنا ونحدها,YE
6051,شكرا عمو ومنتظر اشوفك بشوق,YE
6052,وانتي بالف صحه وعافيه,YE
6053,وسط تكتم شديدرئيس مايعرف باللجنة الثوريةمحمد الحوثييعدم القيادي البارزحسين البكلي الموالي للصماد بمنطقة بيتبوس,YE
6054,ومعي صوره اروع يضحك ورجل رجل دبابه سعوديه مذحله,YE
6055,ااااه يا عقرب ضهر اختك انكسر موت مهند الله يرحمه ويسكنه الجنه,YE
6056,مين بسأل حزنك قلي مين بعرف لون وأي دين بس بعرف أنك خيي بالإنسانية,YE
6057,الكل ثابت رمش العين مايتحرك العميد طــارق أســـطـــورة الــزمــــــان والــمـــكـــان,YE
6058,خلاص مافيش امل محمد صلاح جالس مقعي,YE
6059,ترجع فين يا متنيل,YE
6060,ماتنحنی للذل رؤؤس الرجاجیل بسیوف الحد بایقطعوها بالعز نمشی رجعنا مقاتیل وعیشه اهل الذل یلعن ابوها,YE
6061,موت بغيظك يا حقود,YE
6062,يسلم فمك يا احمد محمد,YE
6063,تغريدات التعوسه النصر والعز لليمن والنصر لرجالنا وجيشناالله أكبر الله أكبر,YE
6064,حمود منصر بتاع ألفين وهدعش,YE
6065,امي ياحبي لك زعلانه سهى المصريليش خرجت امي وطنية زيادة وعاطفتها غلبت سهىالمصري صوتك يأهلك توصلي لنهائيات انا مستغربه بقائك لليوم,YE
6066,الناس بتسافر تغير جو احنا الجو بيتغير علينا,YE
6067,يالغالي,YE
6068,دورت ومالقيت شي ربك يعدل الاوضاع,YE
6069,تعممش والله العربيات عموما نساء الارض وقناعه,YE
6070,ماشاء الله لاتنسونا الدعاء,YE
6071,تسلم لي يا احلي سقراط وانت الذوق والله وتستاهل خير ربي يحفظك شر,YE
6072,رجعت الطائرات الله يقلعهم,YE
6073,ايوه صح السوال وماتملكها ايوه هههه يعني مثلي قول يارب فجاءه حنا نكتب معلقات قول يارب بس,YE
6074,نزلته البارح حسابي الفيس بوك ونحذف حسابي يخرج وبعدا نزلته التويتر,YE
6075,معين مصور يطلع اخر الليل يراقب احوال الرعيه الظاهر يطلع عشان يسرق,YE
6076,وهتز البيت عندنا كمان يعلم الله اش وجعهم رجعوا صلا عطان,YE
6077,هههه مايشتوش يعترفوا لان اعترافهم يثبت انهم ضعفاء ولايمكنهم الرد حمايه امريكا اللي ترامب ذلهم اكبر كذبه لنهب اموالهم بالاخر ممن المسؤل التفجيرات يساهلوا والله ينتقم منهم,YE
6078,مالهم العافيه احسن ناس ويعرفوا يزبجوا,YE
6079,ياخذو رماد الصماد,YE
6080,يعني بيرجع يصرفولي الراتب بطلت,YE
6081,بيحاسبوا شي لأنهم زوار الحسين قولهم,YE
6082,تحيا ماصر عاش الريس,YE
6083,بصراحةوأمانةبطل يستحق الإشادة بس العيب اللي مافي حدبالساحل غيرالعمالقةمافيش خلاف بس الاقل يقول المشتركة,YE
6084,ياليت اقدر اتقمص شخصية طفل احكي مقدمات اضحك بوسط الحكيأتكلم بموضوع وادخل بالثانيوبالنهاية اللي قدامي يفهمني اعيد كلامي,YE
6085,احنا ناقصينا قتل ومقتاله يكفي الواقع اللي نعيشه هذي اللعبه للناس نقصهم اكشن بحياتهم احنا خياتنا كلها اكشن,YE
6086,والله ادري بس خبر اكيد ينزل,YE
6087,اكيد حد مصوره أهداف يدري ويمكن البنت سوتها,YE
6088,اللي يبرروا لتحالف حسبكم الله استحوا وسكتوا انفسهم معترفين بجريمتهم,YE
6089,توقعواوربي اللي يصير الاتحادمسخرة فترة الانتقالات الشتوية وكل اللي جابوهم مصابين واي كلام جبتك ياعبدالمعين تعني وجدتك تنعان,YE
6090,الإخوان مليان صفحتك بخيتي,YE
6091,مو بكاك يا سلتوع,YE
6092,شر ابو وليد,YE
6093,نيتهم يستثمروا بلادنا مايقموا بعدوان وحصار ويبيدونا اربع ويذهبوا لجزرنا ويستعمروها تدميرهم لكل شي ياخي تصدق مافيش مش طامع بثروات اليمن وهولا اكبر طماعين محتلين غزاه,YE
6094,رغم السلبيات اللي ظهرت اولى حلقات مسلسل غربةالبن كلمه حق علينا نقولها بزيادت الاحداث المسلسل زاد التشويق حبكه القصه تدل تطور الدراما اليمنيه,YE
6095,ههههه يجي منهم شي,YE
6096,كثرماصارت رغباتنا وأمنياتنا كلها مرتبطة بالخيال كلامنا دايما تخيل إبريل,YE
6097,يخترقوه يجيب حاجة صحيحة,YE
6098,صميم لطشها,YE
6099,يقول لي الله يسعدك,YE
6100,قولتي اللي بقلبي مريت بكل شي واستخدم اليسار بكل شي وانسى واكل باليسار والجامعة تعبت الكراسي اليمين,YE
6101,يلا هانت سنه,YE
6102,ببكي معاه ماقدر انظر لحد يبكي ومااتاثر,YE
6103,لاتتعب نفسك ترد علاجه بلوك يخرسه للابد,YE
6104,اضحك اضحك تدوم الضحكه لازم تجرب العذاب,YE
6105,ياحلوووه إنتي ياسكرك فديتك,YE
6106,صدق خبر اكيد,YE
6107,يحبسوه عندهم يسدد المبلغ,YE
6108,الله سامح اصحاب,YE
6109,مدري سارت تاكل الله يسترماعلينا خليني اقوم اصلي لي وعادنا بخير تجيتصبح خير,YE
6110,شلوك الجن للمه مخترق,YE
6111,ماشاء الله والمطر اللان الله يجعله مطر خير وبركه,YE
6112,ههههههههههههههههه وش دخل تسويقي هالحين اعوذ بالله تفكير ام جيزن,YE
6113,وحتى الايمان مالها علاقه,YE
6114,التايم لاين فاضي ولافي يغرد فين الناس,YE
6115,مايشتوش يعترفوا الطائره المسيره قصف مطار ابها وحققت هدفها قالوا قصف يعتقد لطائره مسيره موقف سيارات بالمطارعلى اساس بعيد بالطرف طيب ليش يأجلوا الرحلات والقصف موقف السيارات ههههه,YE
6116,تجار النفط نفسهم الشمال والجنوب مسديين الجميع امورهم سابره المواطن اللي يرحم,YE
6117,ذماري شاف واحدة بنت وفوق عينها حبه خالقال اسئلش بالله هذة غسواها الجبان بنتاليمن,YE
6118,ستر الله قريت تغريدتك للنص وقدنا شعمل لايك قلت ازيد اكمل قرائتها وبطلت,YE
6119,مادري يرسموا تعدا الموهبه الله,YE
6120,قدك فدال لرجلي انت وميقالوا حقكعادنا شيخه بنت شيخمش هينه زيكم اصل فصل خرجت الكهف اسرق وانهب يا تافه,YE
6121,اكره شي عندي غسل الصحون,YE
6122,الحمد والشكر حالوله الحمد اخذ وعلي عطيوانتي بخيرامانه محتاجه تنشيط للذاكره قوي,YE
6123,المقدشي يحقق حمار عفاشبنتاليمن,YE
6124,محلى عيـونہ سـود الآهـداب اجمل نجوم السماء قمرها,YE
6125,داهيه عقبال للبقر حقة,YE
6126,راحت عليهم والخير جاي,YE
6127,قلت لك مقارنتك مناسبة,YE
6128,كثر فجعه الاماراتيين الطائرات المسيره عتجيلهم الصفراء شيلهم ميسام,YE
6129,الله ينصر ايران عليهم,YE
6130,جول اروع لمحمد صلاح,YE
6131,ماعرف بس الثانيه شكلها قريبه يعني بعطان مامعاهم يخرجوا الحنق,YE
6132,فديت قلبك يا سلطان,YE
6133,ههههه الله يعافيكي اذكر اكلت جراد وانا صغيره مستحيل اتخيل اني باكله امسكه الله,YE
6134,عليهم لعنه الله صوتك زلزلهم استمر,YE
6135,انا ليش اتابع مباريات خسر فريقي اللي اشجعه ابكي وابكي وابكي علشان خسرت المانيا سويت نفسي سمعت عرفت,YE
6136,عارفين شي ماهم بهذه الاماكن بس يمهدوا للناس انا المشايخ حق الدين حقهم اللي شغلونا بدعه ضلاله وحرااام شي وساكتيين الديسكو جده هههههه,YE
6137,ناس تحب تسمع موسيقى وقت الرياضة جرب تسمع قرآن أدعية اذكار يعني لياقة وخفه وراحة بقلبك روحك كمان,YE
6138,كنت مشارك قوات هاذي,YE
6139,البشر كافيك شره كنه مسـوي بـك معروف,YE
6140,اخيرا ادنه الامم المتحده وصلت كمايظهر الاعلان ادانه مبهمه قصف جوي ذكر لاصحابه,YE
6141,تدري يا فايز طقطق ماغيرك يطقطق نحبك وندري السالفة مزوح وبالنسبة للقات ندري سبب بلانا مواصلين بنخزن ونكيف وما علينا,YE
6142,ليش سرق تركت أبوك يلعن شكلكم يا تعوسه يا عديمين الرجوله,YE
6143,زوجة ترامب اتجنست اربع,YE
6144,بيقولوا بطل المفتالة ولعب العيال حقكم جينا نوحدكم طلع الإصلاح يخرب الجلسة,YE
6145,نايس إدانة مطارواحنا مجزرة أخس وأعظم الاوليومحد أدان شيبتابع عليكلاكن ربي ينتقم العرب الخنازير,YE
6146,هههههههه شكل عيالك ضدك الخبر,YE
6147,أے حد يغلط تردوا خلوه يموت قهر,YE
6148,بيت يعني لكل فرد بيتين ههههههه,YE
6149,سلامه تشوف شر,YE
6150,بالله ترد شخص تافه ماعنده اسم,YE
6151,ماجاء والنت يضعف واكثر,YE
6152,لازم تسمعيها كامله مالعيد,YE
6153,مافيش نوح نوح,YE
6154,طيب ليش مايفحص عاقل الدبيب حقه واللي تالفه يكتب تالفه ويرجعها للي استلم,YE
6155,متأكد أنك تلقاه بس سؤال رياضي طبعا,YE
6156,الله يبارك فيك بس المزة محجوزه اطرح عينك ثانيه,YE
6157,احدهم بس اغاني يمنيات مسروقة بالخليج وازعجتونا عليهن وعملتوا عليهن ضجة ايش ممكن نرد اغانييمنيةاليمنالخليجالفن,YE
6158,وگأننا كناش نلعب معاهم كورة وإحنا صغار,YE
6159,اش رايك يا عشان تبطل حماقة,YE
6160,تحصل للكثير فتره وتعدي وترجع تكتب افضل,YE
6161,الرقم الصحيح بيكون,YE
6162,شفناش سعودين الأسرى كلهم يمنيين,YE
6163,دقيقة بص كده حوليك هتلقى شمس بتنور وبعديها بعز الليل قمر سبحانه مين صور منور ليك,YE
6164,مغرورة يا بخت الغرور فينيهذا مغرورة,YE
6165,اكل زق انت والحكومه حقك,YE
6166,الخوف مش المقلب الخوف المقلب واللي بتسويه انتي بالبنات,YE
6167,وإللي رآح أبدآ يتعوض,YE
6168,مو معك,YE
6169,مدبر يومه الله يخرجه بس بيحبوه كثيرالله يحرق حسابتهم يارب,YE
6170,ليش مش عاجب سيد الناس وتاج الرأس عفاش,YE
6171,اسمع مني الفرحة جاية,YE
6172,ايوه ولازم يشعروا انهم حرب مش نزهه,YE
6173,عادنا كنت شكتب سبقني احمد وكفى ووفا بارك الله,YE
6174,هادي بيكمل نوم وعلي محسن صحى النوم المواجهه قريبه,YE
6175,يا كسرت ضهري فيك يا ابي,YE
6176,جرب غطيها وستشعر بتحسن فوري,YE
6177,شكلي المظلومه اللي بالنص,YE
6178,يا جماعةإبليس الليلة مربوشمتى يداوماليوم بكره,YE
6179,الفنان رغم مجنون وفيه دلزه تتفكر بكلامه درر,YE
6180,ههههه ذولا ماهم حولشي جبهات ذولا يبو الدولارات يا صديقي,YE
6181,والله ساعات اشك هالكلام اخاف يدخلونا دوامه جديده,YE
6182,هههههه صدقك تتكلم شف اقرب دكتور وتعالج يا اخ عيسى,YE
6183,يارب دروب خضراء يسقيها ودك وخطى مسددة بعونك وحياة هانئة يحفها رضاك,YE
6184,الشعبدونسلمانومحمد,YE
6185,شعور يهلك تكتم الوجع بينك نفسك تسعد اللي حولك وانت مهموم تضم اوجاع غيرك وانت محتاج اللي يضم اوجاعك,YE
6186,صح لسانك بو رااااااامي,YE
6187,الجنان والقصف الهستيري مش طبيعي اككيد شي جننهم ياحي ياقيوم,YE
6188,اساس مش دوله,YE
6189,بالاخر اكتشفنا العالم كله طلع طامع ببلادنا مش هولا بس,YE
6190,فوز النمساوي بيتر هاندكه والبولندية أولجا توكارتشوك بجائزتي نوبل للأدبالغدالمشرق,YE
6191,خذ العفو وترفع الناس يخطونومن ظن فيك بسوء خله ظنهترى سيئين الظن لنفسهم يسيئونيربي قلبه مخلب وينجرح منهولا شغلتك تحسين ظن اللي يظنونترى الناس مابيدهم النار والجنهمنقول,YE
6192,بيحسبوا علينا الواحد الفول خيرة الله,YE
6193,جانا موقف مناضل واضحمن حقنا نوقف طابورهدامه توجه صنع فاتحماواجب نوقف حنجورهانا جيش الحرس متسامحماتم دستور الوطن دستورهلانا معارض ولانا مادحكلن رايه منضوره,YE
6194,اشهد عليهم قلت امسك لكم الدولهعادهم بيدلعوا,YE
6195,باقي قليل ويقول المؤتمر مش فاس الزمن دوار,YE
6196,هذي اكيد الجميع يتفق معك وممكن نلاقي المراءه اليمنيه ماتقبل زوجها ابوها اخوها يخلع جزمته ويدي تمشي لتحافظ هيبته الناس الشارع عتفضله نفسها,YE
6197,قلتها لكم المقاومة الوطنية المشتركة داخل المطار حد صدق رأي اصلا المقاومة تريد تنشر شي إلا تامينه بكيفهم حقهم انا احب افرحكم هه,YE
6198,وشلتك معي يا ام اربع واربعين وينك يا صياد وحشتيني,YE
6199,ركز المحاضرة يادب احسن لك يجي لك ذلحين,YE
6200,هين مواعيد الدوام العزبة الليل وطالع بس خخخخخخ,YE
6201,الله يخليك يا احلى نوره,YE
6202,ايش الحكايه يا مطلع ضيوفك مابترد اسالتي,YE
6203,تجربه مشوقه اكيد لاتنسى,YE
6204,الله بيعطيك كلامك نفسك إنتبه شوف انت ايش بتحكي قلبك,YE
6205,والله انكم ذي قتلتوه,YE
6206,بالعكس الصور تخلي الجنوبي يسال ايش فعله التحالف وشرعيته اربع فكره ماهمش خبل داريين شي لانهم عايشين وسط التساؤلات وبالاخر لكل وجه نظره,YE
6207,فعلا يلعنأبوتركياعلىأبوإيران,YE
6208,تتفرغ الناس يجيك تحبه كررت مرة حسابي فني ومالي علاقة بالسياسة العفنة فاذا مودك سياسة الميدان قدامك,YE
6209,ايه عشان نشدتك ربعك وبيني وبينك طز فيهم المهم النياق ماجاهم شي,YE
6210,طلع رد صديقتها هونت ماني متزوجها,YE
6211,بالضبط المذيعه مافهمت قصده مستغربه تساله اش بتدرس بسلاحف ههه,YE
6212,قررت اتهور واتابع مباراه برشلونه وليفربول اللان عشان محمد صلاح بس يارب يوفقه,YE
6213,أسهل حاجة يسوونها,YE
6214,وعلمني يارب يا حبيبي أتقي شر جهنم بشق تمرة وأكثر,YE
6215,فعلا فازوا ويستحقوا الفوز,YE
6216,ماشاء الله عليهم كانوا رائعين,YE
6217,ممكن نسمعها اللحن,YE
6218,مات قهر ابنه اللي قتله الحوثي علشان يتزوج زوجته العدة ماتنتهي عليهم اللعنة أجمعين,YE
6219,ليش يركب مكلفك لأجل تزعل,YE
6220,الريموتات مسيطرين نسوانهم,YE
6221,ضيقة احضانك الأرض الوسيعه ضمني شوقي ريحة ثيابك لعنبوا هجر الحبايب القطيعهوالله إنه ضاق صدري غيابكقروبشعلهالامل زعماءتويترللدعم,YE
6222,ههههه امانه مالهم مايقدموا ساعتين ليش التوقيت والناس نوووم,YE
6223,طيب انا عفاشي وافتخر بس قول لي إيش الغلط كلام طارق,YE
6224,كلمه يا محمد انا زحفت ونا كلمه,YE
6225,لاجلك ولاجل الرجال الوفيين ولاجل ابي الزعيم ولاجل امراءه وطفل وشايب لناشاركفيالسبعينرسالتي لمن فرحت برايته,YE
6226,تشوف أهلك بتعز تنهد بيوتهم وإللي يملك شي عندة شي,YE
6227,بعدين ليش لغيت المتابعه يا المهندس,YE
6228,الله يسعدك يا نشوان انت اللي تحدد دقة التحميل مش القناة افدي قلبك,YE
6229,ههه ماتظهر عندي التغريدات تزعل برتوت وافضل ذلحين,YE
6230,بالله شوف لنا ايش قالت وثائقبنما ربعنا مش معقول انهم يخرجوا المولد بلا حمص,YE
6231,الزامل لشيخمحسنبنعليبنمعيليياسلامي قصاها الاقــصاها يابلد خيــرها والشـــر متراگمليش عبلهـ ترش الارض بدماها خابت اولادها المظلوم والظالمكل ماتطــورت لوضــاع عـدناها للورى حگمة المحگوم والـحاگم,YE
6232,العز يبقى والصداقة توافيقياحظ خاوى الوجيه الكريمهلوطاحت أسواق الذهب والصناديقما طاح سوق أهل الوفاء والعزيمه,YE
6233,حمل تطبيق الجوال ياغالي وبتلاقي اللي يسعدك شاء الله,YE
6234,الامومه هبه الله لجميع مخلوقاته,YE
6235,سلامه ماتشوفين شر شالله,YE
6236,قالها ابو نوره الاماكنكلهامشتاقةلك,YE
6237,هههه رفعوا اغلا حاجة عندهم,YE
6238,هيتقول سكرت باب الزعل وضيعت المفاتيح,YE
6239,أقلها قولي أحس نفسي مثلها لأجل تبتلع,YE
6240,ماشالله تبارك الرحمن الله يحفظه لاهله,YE
6241,يالله لقى يفرح الأحباب وينسينا الشقا,YE
6242,شركة فيهم كيونت نيتورك الاثنين,YE
6243,تنازعوا فتفشلوا وتذهب ريحكم,YE
6244,قلك مدنيين اتحداكم تعرفوه هعهههه,YE
6245,تطبيق حساب بتويتر,YE
6246,ايه والله ابي اعرف انطباعاتك جده يالطعس دامك سكنت امل تصير طعس منفتح,YE
6247,ممكن نسمي موت الضمير سياسة,YE
6248,إيش تسميه ميزان الوطن,YE
6249,الله يفضح مسلم وش هالذل والمهانه,YE
6250,يعني صنعاء تقدر تمشي وأنت معاك شعار المؤتمر بكل حرية مش أقول صورة الزعيم,YE
6251,الله يرحمه عرفته تويتر دكتور بالشريعه والقانون مفكر ومغرد رائع,YE
6252,ناطق الحكومة يكثر النصب,YE
6253,الله يرحمه ويحسن أهله,YE
6254,مافهمت نص التغريده بس انا كمان احب المكدوس,YE
6255,حاضر يا غاليهبس انا انقلهن بنك التغريدات ماغيرت شي لاكن اوكي بعدك,YE
6256,يعني الشعب ام القياده هذي التغريده نص بنص هههههه,YE
6257,الله يحفظكم خمرائيل حبوب بس ضبحوا اللي شويه يجلسوا يفعلوا طلبات دعم ويكذبوا حساباتهم ثقيله تلومه صدق ضبحوا بنا كلنا,YE
6258,تصير الكثير مره صارت معي ونبهوني اصحابي,YE
6259,بنت العسيري تسأل أبوها اللي يكذب يروووح فيين رفض الرد يومها البنت حالفة مأ تقابلة إلا لمن يبطل يكذبههههههههههههههبنتاليمن,YE
6260,إصرار قاصف إغلاق مطار أبها بالشمع الاحمر,YE
6261,فلت يستااااااااهل هذي مشي رياضة هوايه مجنانه,YE
6262,مهمة الجيوش العظيمة حماية الناس ومساعدتهم قتلهم,YE
6263,أقرا التاريخ اللوحةقبل سنين,YE
6264,ماله اختفى شكله زعل احنا نمزح معاك ياعم جاك خلي قلبك فساح,YE
6265,انا مش وقفته الشموخ والاتزان انا اللي يصوره شكله كنبه ثانيه يصور اليمني خارق بالفطره لاتحكمه قوانين الفيزياء والطبيعهارفعراسكانتيمني,YE
6266,طاح الوطن كثرت سكاكينه,YE
6267,ممكن بتعلم منك تتفاعل اغلب التغريدات ماتكتفي بتغريد,YE
6268,ههههه مالك معصب,YE
6269,ااااااه يا فقري فقرا فيك يا ابي,YE
